id,cpf_cidadao,servico_slug,servico_nome,categoria,data_solicitacao,dias_para_concluir,status,nota_satisfacao,verificacao_facial_falhou
1608,950.481.726-20,assinatura-eletronica,Assinatura Eletrônica,Identidade Digital,2026-07-04,2,Concluído,4.9,False
1609,950.481.726-20,cnh-digital,CNH Digital e Segunda Via,Trânsito,2025-09-15,4,Concluído,3.9,False
1610,950.481.726-20,passaporte,Solicitar Passaporte,Viagens e Turismo,2026-06-12,13,Em andamento,3.6,False
1611,871.409.632-31,consultar-imposto-renda,Consultar Imposto de Renda,Finanças e Impostos,2026-02-12,1,Concluído,4.4,False
1612,871.409.632-31,cnh-digital,CNH Digital e Segunda Via,Trânsito,2025-09-23,1,Concluído,4.2,False
1613,871.409.632-31,entregar-imposto-renda,Entregar Imposto de Renda,Finanças e Impostos,2025-12-01,3,Concluído,3.1,False
1614,574.801.296-02,entregar-imposto-renda,Entregar Imposto de Renda,Finanças e Impostos,2026-04-05,7,Em andamento,4.0,False
1615,574.801.296-02,passaporte,Solicitar Passaporte,Viagens e Turismo,2026-04-05,23,Concluído,4.8,False
1616,261.074.398-03,consultar-restituicao,Consultar Restituição,Finanças e Impostos,2026-07-12,1,Concluído,3.9,False
1617,375.801.924-97,consultar-imposto-renda,Consultar Imposto de Renda,Finanças e Impostos,2026-06-10,1,Concluído,4.7,False
1618,632.418.579-64,consultar-imposto-renda,Consultar Imposto de Renda,Finanças e Impostos,2025-10-02,1,Concluído,4.3,False
1619,632.418.579-64,entregar-imposto-renda,Entregar Imposto de Renda,Finanças e Impostos,2026-09-06,3,Concluído,4.4,False
1620,632.418.579-64,cnh-digital,CNH Digital e Segunda Via,Trânsito,2026-07-13,6,Concluído,2.9,False
1621,632.418.579-64,carteira-trabalho,Carteira de Trabalho Digital,Trabalho e Previdência,2026-03-18,6,Em andamento,3.0,False
1622,270.183.946-78,consultar-restituicao,Consultar Restituição,Finanças e Impostos,2025-12-11,1,Concluído,4.7,False
1623,270.183.946-78,entregar-imposto-renda,Entregar Imposto de Renda,Finanças e Impostos,2025-10-01,2,Concluído,4.1,False
1624,270.183.946-78,consultar-imposto-renda,Consultar Imposto de Renda,Finanças e Impostos,2026-07-26,3,Concluído,4.3,False
1625,270.183.946-78,carteira-trabalho,Carteira de Trabalho Digital,Trabalho e Previdência,2025-10-17,11,Concluído,3.7,False
1626,652.384.179-00,passaporte,Solicitar Passaporte,Viagens e Turismo,2026-01-30,2,Concluído,3.8,False
1627,679.231.480-31,consultar-imposto-renda,Consultar Imposto de Renda,Finanças e Impostos,2026-07-18,1,Concluído,4.9,False
1628,679.231.480-31,cnh-digital,CNH Digital e Segunda Via,Trânsito,2026-01-20,2,Concluído,4.3,False
1629,679.231.480-31,consultar-restituicao,Consultar Restituição,Finanças e Impostos,2026-09-11,2,Concluído,4.1,False
1630,679.231.480-31,carteira-trabalho,Carteira de Trabalho Digital,Trabalho e Previdência,2026-04-30,6,Atrasado,3.3,False
1631,941.723.506-07,assinatura-eletronica,Assinatura Eletrônica,Identidade Digital,2026-08-29,2,Concluído,4.6,False
1632,941.723.506-07,consultar-restituicao,Consultar Restituição,Finanças e Impostos,2025-12-23,2,Concluído,3.8,False
1633,951.267.048-85,consultar-imposto-renda,Consultar Imposto de Renda,Finanças e Impostos,2025-11-03,1,Concluído,3.4,False
1634,951.267.048-85,carteira-trabalho,Carteira de Trabalho Digital,Trabalho e Previdência,2025-11-23,1,Concluído,4.2,False
1635,951.267.048-85,consultar-restituicao,Consultar Restituição,Finanças e Impostos,2026-02-20,2,Concluído,4.1,False
1636,951.267.048-85,cnh-digital,CNH Digital e Segunda Via,Trânsito,2026-07-26,8,Concluído,3.4,False
1637,132.046.958-24,cnh-digital,CNH Digital e Segunda Via,Trânsito,2026-04-02,8,Concluído,4.0,False
1638,132.046.958-24,passaporte,Solicitar Passaporte,Viagens e Turismo,2025-11-15,16,Concluído,4.5,False
1639,132.046.958-24,entregar-imposto-renda,Entregar Imposto de Renda,Finanças e Impostos,2026-08-05,3,Concluído,3.8,False
1640,132.046.958-24,consultar-imposto-renda,Consultar Imposto de Renda,Finanças e Impostos,2026-01-25,1,Concluído,3.5,False
1641,176.320.984-96,entregar-imposto-renda,Entregar Imposto de Renda,Finanças e Impostos,2025-12-14,4,Concluído,3.1,False
1642,176.320.984-96,consultar-imposto-renda,Consultar Imposto de Renda,Finanças e Impostos,2026-03-05,1,Concluído,3.4,False
1643,506.894.273-10,passaporte,Solicitar Passaporte,Viagens e Turismo,2025-10-23,23,Concluído,3.7,False
1644,506.894.273-10,assinatura-eletronica,Assinatura Eletrônica,Identidade Digital,2025-11-13,1,Concluído,4.8,False
1645,742.150.683-71,assinatura-eletronica,Assinatura Eletrônica,Identidade Digital,2026-01-04,2,Concluído,3.5,False
1646,742.150.683-71,cnh-digital,CNH Digital e Segunda Via,Trânsito,2026-07-25,7,Concluído,3.7,False
1647,635.841.207-80,consultar-imposto-renda,Consultar Imposto de Renda,Finanças e Impostos,2025-09-28,1,Concluído,4.9,False
1648,146.329.705-06,cnh-digital,CNH Digital e Segunda Via,Trânsito,2026-09-09,12,Concluído,3.2,False
1649,146.329.705-06,consultar-imposto-renda,Consultar Imposto de Renda,Finanças e Impostos,2026-07-16,4,Concluído,4.0,False
1650,146.329.705-06,passaporte,Solicitar Passaporte,Viagens e Turismo,2025-11-04,12,Concluído,3.8,False
1651,146.329.705-06,entregar-imposto-renda,Entregar Imposto de Renda,Finanças e Impostos,2026-05-07,4,Concluído,3.7,False
1652,630.294.187-31,carteira-trabalho,Carteira de Trabalho Digital,Trabalho e Previdência,2025-12-26,5,Concluído,3.2,False
1653,047.512.968-76,entregar-imposto-renda,Entregar Imposto de Renda,Finanças e Impostos,2026-07-06,4,Em andamento,4.9,False
1654,980.573.621-03,consultar-imposto-renda,Consultar Imposto de Renda,Finanças e Impostos,2026-01-18,1,Concluído,3.6,False
1655,980.573.621-03,assinatura-eletronica,Assinatura Eletrônica,Identidade Digital,2026-02-22,2,Concluído,4.4,False
1656,980.573.621-03,entregar-imposto-renda,Entregar Imposto de Renda,Finanças e Impostos,2026-04-24,4,Concluído,3.8,False
1657,980.573.621-03,carteira-trabalho,Carteira de Trabalho Digital,Trabalho e Previdência,2025-11-18,3,Em andamento,4.6,False
1658,258.314.709-97,carteira-trabalho,Carteira de Trabalho Digital,Trabalho e Previdência,2025-10-31,7,Concluído,4.0,False
1659,258.314.709-97,passaporte,Solicitar Passaporte,Viagens e Turismo,2025-10-26,14,Atrasado,3.2,False
1660,258.314.709-97,entregar-imposto-renda,Entregar Imposto de Renda,Finanças e Impostos,2026-05-08,2,Concluído,3.6,False
1661,258.314.709-97,cnh-digital,CNH Digital e Segunda Via,Trânsito,2025-10-19,12,Concluído,3.5,True
1662,390.257.861-03,consultar-restituicao,Consultar Restituição,Finanças e Impostos,2026-05-12,2,Concluído,4.9,False
1663,390.257.861-03,consultar-imposto-renda,Consultar Imposto de Renda,Finanças e Impostos,2026-04-07,2,Concluído,4.7,False
1664,390.257.861-03,entregar-imposto-renda,Entregar Imposto de Renda,Finanças e Impostos,2026-03-30,3,Concluído,4.7,False
1665,821.543.796-64,carteira-trabalho,Carteira de Trabalho Digital,Trabalho e Previdência,2026-03-01,5,Concluído,4.0,False
1666,821.543.796-64,assinatura-eletronica,Assinatura Eletrônica,Identidade Digital,2025-11-07,3,Concluído,4.2,False
1667,461.739.285-82,passaporte,Solicitar Passaporte,Viagens e Turismo,2026-06-05,15,Concluído,4.8,False
1668,461.739.285-82,consultar-restituicao,Consultar Restituição,Finanças e Impostos,2026-04-27,1,Concluído,4.6,False
1669,461.739.285-82,entregar-imposto-renda,Entregar Imposto de Renda,Finanças e Impostos,2026-03-31,2,Concluído,3.7,False
1670,461.739.285-82,carteira-trabalho,Carteira de Trabalho Digital,Trabalho e Previdência,2026-09-05,2,Atrasado,2.7,False
1671,173.408.962-87,assinatura-eletronica,Assinatura Eletrônica,Identidade Digital,2026-03-26,1,Concluído,4.4,False
1672,173.408.962-87,carteira-trabalho,Carteira de Trabalho Digital,Trabalho e Previdência,2026-02-14,5,Concluído,3.1,False
1673,173.408.962-87,passaporte,Solicitar Passaporte,Viagens e Turismo,2025-12-04,13,Concluído,3.1,False
1674,173.408.962-87,cnh-digital,CNH Digital e Segunda Via,Trânsito,2026-04-15,7,Atrasado,3.1,True
1675,312.946.805-60,carteira-trabalho,Carteira de Trabalho Digital,Trabalho e Previdência,2026-05-23,5,Concluído,3.6,False
1676,312.946.805-60,assinatura-eletronica,Assinatura Eletrônica,Identidade Digital,2025-09-27,1,Concluído,4.2,False
1677,312.946.805-60,passaporte,Solicitar Passaporte,Viagens e Turismo,2026-03-10,15,Concluído,3.1,False
1678,387.492.156-55,entregar-imposto-renda,Entregar Imposto de Renda,Finanças e Impostos,2026-08-23,6,Concluído,4.8,False
1679,281.763.045-90,passaporte,Solicitar Passaporte,Viagens e Turismo,2026-04-29,8,Concluído,2.5,False
1680,281.763.045-90,carteira-trabalho,Carteira de Trabalho Digital,Trabalho e Previdência,2026-07-15,8,Concluído,4.5,False
1681,281.763.045-90,consultar-restituicao,Consultar Restituição,Finanças e Impostos,2026-02-15,1,Concluído,3.8,False
1682,164.582.739-91,carteira-trabalho,Carteira de Trabalho Digital,Trabalho e Previdência,2025-10-11,3,Concluído,3.6,False
1683,164.582.739-91,consultar-restituicao,Consultar Restituição,Finanças e Impostos,2026-07-29,1,Concluído,5.0,False
1684,735.961.428-73,passaporte,Solicitar Passaporte,Viagens e Turismo,2026-06-01,11,Concluído,3.6,False
1685,735.961.428-73,cnh-digital,CNH Digital e Segunda Via,Trânsito,2026-05-29,11,Em andamento,3.7,True
1686,187.205.364-53,cnh-digital,CNH Digital e Segunda Via,Trânsito,2025-12-18,5,Atrasado,3.7,False
1687,187.205.364-53,carteira-trabalho,Carteira de Trabalho Digital,Trabalho e Previdência,2025-12-30,6,Em andamento,3.8,False
1688,645.832.109-06,cnh-digital,CNH Digital e Segunda Via,Trânsito,2026-06-10,12,Concluído,4.0,False
1689,645.832.109-06,consultar-restituicao,Consultar Restituição,Finanças e Impostos,2025-11-23,1,Concluído,4.2,False
1690,947.160.582-20,consultar-imposto-renda,Consultar Imposto de Renda,Finanças e Impostos,2026-09-06,1,Concluído,4.1,False
1691,675.240.193-43,entregar-imposto-renda,Entregar Imposto de Renda,Finanças e Impostos,2026-03-17,2,Concluído,4.0,False
1692,675.240.193-43,cnh-digital,CNH Digital e Segunda Via,Trânsito,2025-12-28,6,Concluído,4.3,True
1693,675.240.193-43,assinatura-eletronica,Assinatura Eletrônica,Identidade Digital,2026-03-03,1,Concluído,4.0,False
1694,675.240.193-43,carteira-trabalho,Carteira de Trabalho Digital,Trabalho e Previdência,2026-02-20,6,Concluído,4.0,False
1695,426.935.870-00,passaporte,Solicitar Passaporte,Viagens e Turismo,2026-08-20,4,Concluído,2.6,False
1696,638.721.094-13,assinatura-eletronica,Assinatura Eletrônica,Identidade Digital,2025-11-24,1,Concluído,4.8,False
1697,476.052.938-10,carteira-trabalho,Carteira de Trabalho Digital,Trabalho e Previdência,2026-02-19,4,Concluído,3.8,False
1698,476.052.938-10,passaporte,Solicitar Passaporte,Viagens e Turismo,2026-04-30,9,Concluído,3.8,False
1699,810.274.965-20,passaporte,Solicitar Passaporte,Viagens e Turismo,2026-09-13,17,Concluído,4.2,False
1700,810.274.965-20,carteira-trabalho,Carteira de Trabalho Digital,Trabalho e Previdência,2026-01-13,5,Concluído,2.4,False
1701,810.274.965-20,entregar-imposto-renda,Entregar Imposto de Renda,Finanças e Impostos,2025-10-01,4,Em andamento,4.1,False
1702,430.256.198-05,passaporte,Solicitar Passaporte,Viagens e Turismo,2026-01-15,11,Atrasado,3.9,False
1703,412.307.896-69,passaporte,Solicitar Passaporte,Viagens e Turismo,2025-11-14,8,Concluído,4.3,False
1704,412.307.896-69,assinatura-eletronica,Assinatura Eletrônica,Identidade Digital,2026-05-11,1,Concluído,4.6,False
1705,192.508.736-03,cnh-digital,CNH Digital e Segunda Via,Trânsito,2025-12-31,9,Concluído,4.0,False
1706,192.508.736-03,consultar-imposto-renda,Consultar Imposto de Renda,Finanças e Impostos,2026-03-27,1,Em andamento,4.6,False
1707,192.508.736-03,carteira-trabalho,Carteira de Trabalho Digital,Trabalho e Previdência,2026-01-08,5,Em andamento,4.3,False
1708,324.098.156-42,assinatura-eletronica,Assinatura Eletrônica,Identidade Digital,2026-07-01,3,Concluído,4.4,False
1709,324.098.156-42,entregar-imposto-renda,Entregar Imposto de Renda,Finanças e Impostos,2026-07-04,3,Concluído,4.0,False
1710,324.098.156-42,carteira-trabalho,Carteira de Trabalho Digital,Trabalho e Previdência,2025-09-23,7,Concluído,3.5,False
1711,324.098.156-42,cnh-digital,CNH Digital e Segunda Via,Trânsito,2026-03-05,2,Atrasado,2.5,False
1712,741.328.596-73,carteira-trabalho,Carteira de Trabalho Digital,Trabalho e Previdência,2026-03-29,3,Em andamento,4.0,True
1713,741.328.596-73,consultar-imposto-renda,Consultar Imposto de Renda,Finanças e Impostos,2025-12-22,1,Concluído,3.2,False
1714,741.328.596-73,entregar-imposto-renda,Entregar Imposto de Renda,Finanças e Impostos,2026-01-25,1,Concluído,3.5,False
1715,741.328.596-73,cnh-digital,CNH Digital e Segunda Via,Trânsito,2026-07-20,12,Concluído,3.6,False
1716,435.796.208-00,carteira-trabalho,Carteira de Trabalho Digital,Trabalho e Previdência,2025-10-30,4,Concluído,3.5,True
1717,435.796.208-00,entregar-imposto-renda,Entregar Imposto de Renda,Finanças e Impostos,2026-04-17,3,Concluído,3.9,False
1718,958.436.017-57,assinatura-eletronica,Assinatura Eletrônica,Identidade Digital,2026-01-07,1,Concluído,5.0,False
1719,279.603.481-03,assinatura-eletronica,Assinatura Eletrônica,Identidade Digital,2026-05-09,2,Concluído,5.0,False
1720,816.324.750-90,assinatura-eletronica,Assinatura Eletrônica,Identidade Digital,2026-04-29,2,Concluído,5.0,False
1721,816.324.750-90,passaporte,Solicitar Passaporte,Viagens e Turismo,2026-08-04,12,Em andamento,3.9,False
1722,014.682.359-15,consultar-restituicao,Consultar Restituição,Finanças e Impostos,2026-04-13,1,Concluído,4.3,False
1723,014.682.359-15,cnh-digital,CNH Digital e Segunda Via,Trânsito,2026-04-02,9,Concluído,3.4,False
1724,014.682.359-15,assinatura-eletronica,Assinatura Eletrônica,Identidade Digital,2026-02-13,1,Concluído,4.4,False
1725,014.682.359-15,entregar-imposto-renda,Entregar Imposto de Renda,Finanças e Impostos,2025-11-28,5,Concluído,3.6,False
1726,613.854.209-60,assinatura-eletronica,Assinatura Eletrônica,Identidade Digital,2025-09-24,1,Concluído,5.0,False
1727,613.854.209-60,consultar-imposto-renda,Consultar Imposto de Renda,Finanças e Impostos,2026-01-18,1,Em andamento,4.8,False
1728,613.854.209-60,carteira-trabalho,Carteira de Trabalho Digital,Trabalho e Previdência,2025-12-02,9,Concluído,3.8,True
1729,613.854.209-60,consultar-restituicao,Consultar Restituição,Finanças e Impostos,2026-04-13,1,Concluído,3.7,False
1730,162.793.854-00,assinatura-eletronica,Assinatura Eletrônica,Identidade Digital,2026-02-20,1,Concluído,4.0,False
1731,162.793.854-00,consultar-restituicao,Consultar Restituição,Finanças e Impostos,2025-12-23,1,Concluído,4.5,False
1732,162.793.854-00,consultar-imposto-renda,Consultar Imposto de Renda,Finanças e Impostos,2025-10-17,2,Concluído,4.8,False
1733,598.406.372-74,passaporte,Solicitar Passaporte,Viagens e Turismo,2025-11-19,8,Concluído,2.9,False
1734,598.406.372-74,entregar-imposto-renda,Entregar Imposto de Renda,Finanças e Impostos,2026-06-02,1,Em andamento,3.8,False
1735,598.406.372-74,assinatura-eletronica,Assinatura Eletrônica,Identidade Digital,2025-10-04,1,Concluído,4.3,False
1736,598.406.372-74,carteira-trabalho,Carteira de Trabalho Digital,Trabalho e Previdência,2026-09-11,6,Concluído,2.8,True
1737,269.783.401-03,carteira-trabalho,Carteira de Trabalho Digital,Trabalho e Previdência,2025-12-22,6,Concluído,3.8,False
1738,269.783.401-03,assinatura-eletronica,Assinatura Eletrônica,Identidade Digital,2026-01-30,1,Concluído,5.0,False
1739,602.714.395-99,consultar-imposto-renda,Consultar Imposto de Renda,Finanças e Impostos,2025-11-05,1,Concluído,3.2,False
1740,602.714.395-99,cnh-digital,CNH Digital e Segunda Via,Trânsito,2026-02-05,8,Concluído,3.8,False
1741,602.714.395-99,carteira-trabalho,Carteira de Trabalho Digital,Trabalho e Previdência,2026-05-14,7,Concluído,4.5,False
1742,602.714.395-99,entregar-imposto-renda,Entregar Imposto de Renda,Finanças e Impostos,2026-04-19,3,Concluído,4.2,False
1743,175.632.408-53,passaporte,Solicitar Passaporte,Viagens e Turismo,2026-03-01,11,Concluído,3.5,False
1744,175.632.408-53,entregar-imposto-renda,Entregar Imposto de Renda,Finanças e Impostos,2026-02-09,4,Concluído,4.3,False
1745,175.632.408-53,consultar-restituicao,Consultar Restituição,Finanças e Impostos,2026-02-27,2,Concluído,4.5,False
1746,760.329.415-07,assinatura-eletronica,Assinatura Eletrônica,Identidade Digital,2026-01-23,1,Concluído,5.0,False
1747,760.329.415-07,entregar-imposto-renda,Entregar Imposto de Renda,Finanças e Impostos,2025-12-31,4,Concluído,5.0,False
1748,760.329.415-07,consultar-imposto-renda,Consultar Imposto de Renda,Finanças e Impostos,2025-12-26,2,Concluído,4.6,False
1749,760.329.415-07,consultar-restituicao,Consultar Restituição,Finanças e Impostos,2025-11-30,1,Concluído,5.0,False
1750,456.032.987-74,cnh-digital,CNH Digital e Segunda Via,Trânsito,2026-02-25,14,Concluído,4.2,False
1751,456.032.987-74,passaporte,Solicitar Passaporte,Viagens e Turismo,2025-11-08,8,Atrasado,3.1,False
1752,456.032.987-74,entregar-imposto-renda,Entregar Imposto de Renda,Finanças e Impostos,2025-12-19,3,Concluído,4.8,False
1753,812.593.467-73,carteira-trabalho,Carteira de Trabalho Digital,Trabalho e Previdência,2026-08-11,10,Concluído,3.9,True
1754,812.593.467-73,cnh-digital,CNH Digital e Segunda Via,Trânsito,2026-07-22,2,Concluído,3.7,False
1755,812.593.467-73,consultar-restituicao,Consultar Restituição,Finanças e Impostos,2026-05-16,2,Concluído,5.0,False
1756,169.258.370-03,cnh-digital,CNH Digital e Segunda Via,Trânsito,2025-11-05,8,Concluído,3.9,False
1757,169.258.370-03,consultar-restituicao,Consultar Restituição,Finanças e Impostos,2026-03-07,1,Concluído,3.8,False
1758,169.258.370-03,assinatura-eletronica,Assinatura Eletrônica,Identidade Digital,2026-04-03,2,Concluído,5.0,False
1759,169.258.370-03,carteira-trabalho,Carteira de Trabalho Digital,Trabalho e Previdência,2025-10-23,4,Concluído,3.4,False
1760,893.502.761-86,consultar-imposto-renda,Consultar Imposto de Renda,Finanças e Impostos,2026-02-04,2,Concluído,3.3,False
1761,893.502.761-86,cnh-digital,CNH Digital e Segunda Via,Trânsito,2025-11-20,17,Concluído,3.9,True
1762,893.502.761-86,passaporte,Solicitar Passaporte,Viagens e Turismo,2026-07-05,16,Concluído,3.4,False
1763,630.981.245-98,entregar-imposto-renda,Entregar Imposto de Renda,Finanças e Impostos,2026-06-12,1,Concluído,2.5,False
1764,976.542.310-16,consultar-imposto-renda,Consultar Imposto de Renda,Finanças e Impostos,2026-01-01,1,Concluído,5.0,False
1765,976.542.310-16,cnh-digital,CNH Digital e Segunda Via,Trânsito,2026-07-06,9,Concluído,3.1,False
1766,976.542.310-16,carteira-trabalho,Carteira de Trabalho Digital,Trabalho e Previdência,2025-11-27,9,Concluído,4.1,True
1767,976.542.310-16,consultar-restituicao,Consultar Restituição,Finanças e Impostos,2026-05-19,2,Concluído,4.7,False
1768,264.307.591-99,cnh-digital,CNH Digital e Segunda Via,Trânsito,2025-09-19,3,Concluído,4.6,False
1769,264.307.591-99,entregar-imposto-renda,Entregar Imposto de Renda,Finanças e Impostos,2025-12-15,1,Em andamento,3.4,False
1770,264.307.591-99,consultar-restituicao,Consultar Restituição,Finanças e Impostos,2026-02-22,1,Concluído,4.0,False
1771,925.437.018-50,entregar-imposto-renda,Entregar Imposto de Renda,Finanças e Impostos,2026-03-25,2,Em andamento,4.1,False
1772,925.437.018-50,passaporte,Solicitar Passaporte,Viagens e Turismo,2026-06-02,4,Atrasado,3.5,False
1773,925.437.018-50,assinatura-eletronica,Assinatura Eletrônica,Identidade Digital,2026-08-14,1,Concluído,4.8,False
1774,925.437.018-50,carteira-trabalho,Carteira de Trabalho Digital,Trabalho e Previdência,2025-11-06,4,Concluído,2.6,False
1775,942.613.850-15,carteira-trabalho,Carteira de Trabalho Digital,Trabalho e Previdência,2025-12-06,4,Concluído,3.6,True
1776,942.613.850-15,passaporte,Solicitar Passaporte,Viagens e Turismo,2026-01-03,4,Concluído,3.8,False
1777,942.613.850-15,cnh-digital,CNH Digital e Segunda Via,Trânsito,2026-04-12,9,Concluído,2.5,False
1778,942.613.850-15,assinatura-eletronica,Assinatura Eletrônica,Identidade Digital,2026-09-01,1,Concluído,3.5,False
1779,367.892.504-92,passaporte,Solicitar Passaporte,Viagens e Turismo,2026-08-19,8,Concluído,4.2,False
1780,367.892.504-92,cnh-digital,CNH Digital e Segunda Via,Trânsito,2025-09-20,6,Concluído,3.8,False
1781,367.892.504-92,assinatura-eletronica,Assinatura Eletrônica,Identidade Digital,2026-03-10,1,Concluído,5.0,False
1782,367.892.504-92,consultar-restituicao,Consultar Restituição,Finanças e Impostos,2026-05-16,1,Concluído,5.0,False
1783,698.150.742-02,cnh-digital,CNH Digital e Segunda Via,Trânsito,2026-09-07,10,Concluído,3.4,True
1784,063.817.249-78,consultar-imposto-renda,Consultar Imposto de Renda,Finanças e Impostos,2026-03-19,1,Em andamento,3.5,False
1785,063.817.249-78,entregar-imposto-renda,Entregar Imposto de Renda,Finanças e Impostos,2026-02-23,2,Concluído,3.9,False
1786,063.817.249-78,assinatura-eletronica,Assinatura Eletrônica,Identidade Digital,2026-05-09,2,Concluído,4.4,False
1787,063.817.249-78,passaporte,Solicitar Passaporte,Viagens e Turismo,2026-03-16,20,Concluído,3.1,False
1788,793.548.106-75,entregar-imposto-renda,Entregar Imposto de Renda,Finanças e Impostos,2025-10-15,3,Concluído,5.0,False
1789,793.548.106-75,carteira-trabalho,Carteira de Trabalho Digital,Trabalho e Previdência,2025-12-11,4,Atrasado,3.6,False
1790,793.548.106-75,cnh-digital,CNH Digital e Segunda Via,Trânsito,2026-04-24,15,Em andamento,4.3,False
1791,687.930.514-84,assinatura-eletronica,Assinatura Eletrônica,Identidade Digital,2026-07-04,2,Concluído,4.7,False
1792,687.930.514-84,entregar-imposto-renda,Entregar Imposto de Renda,Finanças e Impostos,2026-01-25,3,Concluído,3.9,False
1793,876.905.134-84,entregar-imposto-renda,Entregar Imposto de Renda,Finanças e Impostos,2026-04-14,3,Concluído,3.7,False
1794,876.905.134-84,carteira-trabalho,Carteira de Trabalho Digital,Trabalho e Previdência,2025-11-06,5,Concluído,3.7,False
1795,876.905.134-84,consultar-restituicao,Consultar Restituição,Finanças e Impostos,2026-05-23,1,Concluído,4.9,False
1796,517.938.246-73,passaporte,Solicitar Passaporte,Viagens e Turismo,2026-04-11,21,Atrasado,4.0,False
1797,840.129.536-05,cnh-digital,CNH Digital e Segunda Via,Trânsito,2026-05-27,8,Em andamento,3.2,False
1798,840.129.536-05,entregar-imposto-renda,Entregar Imposto de Renda,Finanças e Impostos,2026-08-16,4,Atrasado,3.2,False
1799,840.129.536-05,carteira-trabalho,Carteira de Trabalho Digital,Trabalho e Previdência,2026-04-20,9,Concluído,2.5,False
1800,469.510.823-24,consultar-imposto-renda,Consultar Imposto de Renda,Finanças e Impostos,2026-05-16,1,Concluído,4.4,False
1801,469.510.823-24,consultar-restituicao,Consultar Restituição,Finanças e Impostos,2026-04-27,2,Concluído,4.7,False
1802,469.510.823-24,passaporte,Solicitar Passaporte,Viagens e Turismo,2026-03-26,11,Concluído,3.7,False
1803,567.914.308-93,passaporte,Solicitar Passaporte,Viagens e Turismo,2026-09-08,17,Concluído,4.3,False
1804,567.914.308-93,entregar-imposto-renda,Entregar Imposto de Renda,Finanças e Impostos,2026-05-02,4,Concluído,3.4,False
1805,567.914.308-93,carteira-trabalho,Carteira de Trabalho Digital,Trabalho e Previdência,2026-09-10,1,Concluído,3.9,False
1806,913.275.064-16,consultar-restituicao,Consultar Restituição,Finanças e Impostos,2025-11-22,2,Concluído,4.3,False
1807,913.275.064-16,assinatura-eletronica,Assinatura Eletrônica,Identidade Digital,2026-04-07,2,Concluído,4.4,False
1808,810.345.976-39,entregar-imposto-renda,Entregar Imposto de Renda,Finanças e Impostos,2026-05-21,2,Concluído,3.7,False
1809,810.345.976-39,consultar-restituicao,Consultar Restituição,Finanças e Impostos,2026-08-20,1,Concluído,5.0,False
1810,810.345.976-39,consultar-imposto-renda,Consultar Imposto de Renda,Finanças e Impostos,2025-12-29,2,Concluído,3.7,False
1811,124.095.783-14,assinatura-eletronica,Assinatura Eletrônica,Identidade Digital,2026-05-05,1,Concluído,4.6,False
1812,124.095.783-14,passaporte,Solicitar Passaporte,Viagens e Turismo,2026-03-18,10,Concluído,3.8,False
1813,719.804.623-13,assinatura-eletronica,Assinatura Eletrônica,Identidade Digital,2025-12-29,1,Concluído,4.8,False
1814,647.512.389-73,carteira-trabalho,Carteira de Trabalho Digital,Trabalho e Previdência,2026-08-09,2,Concluído,2.6,False
1815,647.512.389-73,entregar-imposto-renda,Entregar Imposto de Renda,Finanças e Impostos,2026-03-14,2,Concluído,4.4,False
1816,647.512.389-73,consultar-restituicao,Consultar Restituição,Finanças e Impostos,2026-01-17,2,Concluído,4.3,False
1817,057.318.942-05,assinatura-eletronica,Assinatura Eletrônica,Identidade Digital,2025-11-16,2,Concluído,4.7,False
1818,057.318.942-05,entregar-imposto-renda,Entregar Imposto de Renda,Finanças e Impostos,2025-12-27,2,Concluído,2.9,False
1819,057.318.942-05,consultar-imposto-renda,Consultar Imposto de Renda,Finanças e Impostos,2025-09-15,1,Concluído,4.6,False
1820,489.273.061-04,passaporte,Solicitar Passaporte,Viagens e Turismo,2026-06-30,1,Concluído,5.0,False
1821,295.436.781-46,consultar-imposto-renda,Consultar Imposto de Renda,Finanças e Impostos,2025-11-29,1,Concluído,4.3,False
1822,698.037.514-84,carteira-trabalho,Carteira de Trabalho Digital,Trabalho e Previdência,2025-11-08,2,Concluído,3.7,False
1823,698.037.514-84,passaporte,Solicitar Passaporte,Viagens e Turismo,2025-11-24,11,Concluído,4.2,False
1824,698.037.514-84,assinatura-eletronica,Assinatura Eletrônica,Identidade Digital,2026-03-13,1,Atrasado,5.0,False
1825,698.037.514-84,cnh-digital,CNH Digital e Segunda Via,Trânsito,2026-01-30,7,Concluído,2.5,False
1826,695.481.723-64,entregar-imposto-renda,Entregar Imposto de Renda,Finanças e Impostos,2025-10-15,2,Concluído,3.9,False
1827,067.124.395-07,carteira-trabalho,Carteira de Trabalho Digital,Trabalho e Previdência,2025-12-13,5,Concluído,4.9,False
1828,067.124.395-07,consultar-imposto-renda,Consultar Imposto de Renda,Finanças e Impostos,2025-11-08,1,Concluído,4.8,False
1829,562.814.730-35,consultar-restituicao,Consultar Restituição,Finanças e Impostos,2026-02-11,1,Concluído,4.5,False
1830,158.639.472-09,consultar-imposto-renda,Consultar Imposto de Renda,Finanças e Impostos,2026-09-07,1,Concluído,4.8,False
1831,158.639.472-09,consultar-restituicao,Consultar Restituição,Finanças e Impostos,2025-09-15,2,Concluído,4.1,False
1832,168.370.429-04,cnh-digital,CNH Digital e Segunda Via,Trânsito,2026-02-06,10,Concluído,3.8,False
